Annual Salary,Job Titles,Department
86730.0,3,0
109236.0,3,0
54672.0,3,0
110796.0,1,0
87348.0,7,2
106170.0,3,0
98940.0,3,0
98940.0,3,0
118188.0,1,0
114822.0,54,0
118836.0,0,0
122568.0,0,0
129063.96,55,5
94152.0,9,2
70428.0,56,1
84936.0,42,9
109236.0,3,0
130908.0,57,2
121440.0,58,0
98904.0,9,2
161082.0,24,2
102372.0,3,0
95586.0,3,0
95586.0,3,0
54672.0,3,0
142176.0,59,1
68196.0,16,15
95586.0,3,0
73488.0,60,5
132828.0,45,7
107700.0,61,0
93780.0,62,18
80616.0,63,5
100896.0,64,7
90990.0,3,0
115560.0,65,4
80448.0,5,2
106170.0,3,0
109236.0,3,0
80172.0,66,13
64620.0,67,0
118428.0,68,13
114822.0,1,0
100398.0,69,0
72624.0,42,9
90990.0,3,0
94152.0,9,2
54672.0,3,0
110196.0,9,2
107028.0,1,0
72624.0,70,1
106170.0,3,0
102372.0,3,0
107490.0,54,0
64992.0,71,13
53064.0,72,19
90036.0,40,6
109236.0,3,0
95586.0,3,0
84084.0,20,13
109236.0,3,0
109236.0,3,0
76122.0,17,2
112716.0,60,15
97080.0,2,5
106170.0,3,0
95586.0,3,0
106170.0,3,0
118830.0,4,2
48420.0,46,15
103578.0,1,0
95586.0,3,0
109236.0,3,0
127410.0,73,2
165858.0,24,2
109236.0,3,0
94152.0,9,2
98904.0,9,2
59856.0,42,9
62136.0,74,0
102372.0,3,0
118830.0,4,2
84936.0,42,9
106170.0,3,0
118104.0,75,13
72624.0,42,9
98904.0,9,2
114408.0,76,20
103914.0,77,2
95586.0,3,0
102372.0,3,0
95586.0,3,0
126840.0,57,2
101262.0,7,2
130908.0,57,2
95586.0,3,0
151764.0,78,2
102372.0,3,0
99528.0,79,15
70308.0,80,14
72624.0,42,9
53088.0,81,0
106044.0,36,1
165858.0,24,2
90990.0,3,0
105936.0,9,2
84612.0,17,2
73488.0,82,12
80652.0,83,0
62466.0,17,2
93660.0,84,4
121440.0,85,4
98940.0,3,0
123696.0,86,16
68064.0,87,3
114822.0,1,0
80448.0,5,2
86730.0,3,0
90990.0,3,0
95586.0,3,0
170820.0,88,0
106170.0,3,0
54672.0,3,0
108096.0,89,2
121440.0,90,0
80652.0,91,1
81468.0,43,16
118104.0,91,21
44808.0,92,19
117384.0,93,2
95586.0,3,0
136524.0,94,3
84612.0,17,2
114822.0,1,0
106170.0,3,0
94152.0,9,2
68196.0,40,6
102372.0,3,0
113412.0,93,2
96336.0,95,22
109236.0,3,0
92844.0,37,21
106170.0,3,0
95586.0,3,0
135144.0,57,2
62466.0,17,2
48036.0,96,23
86016.0,74,0
90990.0,3,0
105936.0,9,2
62466.0,17,2
53340.0,74,0
46188.0,97,9
59352.0,16,15
53088.0,98,22
64620.0,46,5
95586.0,3,0
82458.0,3,0
109236.0,3,0
114822.0,1,0
109236.0,3,0
86730.0,3,0
106170.0,3,0
109236.0,3,0
98904.0,9,2
56976.0,80,14
123696.0,86,21
106170.0,3,0
95586.0,3,0
95586.0,3,0
102372.0,3,0
82458.0,3,0
95586.0,3,0
62466.0,5,2
95586.0,3,0
90990.0,3,0
95586.0,3,0
94368.0,40,6
70860.0,99,6
76122.0,17,2
106170.0,3,0
84612.0,17,2
54672.0,3,0
91944.0,100,21
79176.0,101,4
102372.0,3,0
126504.0,0,0
120536.04,102,1
151176.0,103,3
93252.0,5,2
103914.0,77,2
102732.0,104,15
108096.0,12,2
111816.0,105,15
62466.0,17,2
95586.0,3,0
44808.0,46,7
67284.0,106,6
95586.0,3,0
110796.0,1,0
102372.0,3,0
122112.0,107,11
82092.0,40,6
108900.0,108,24
106044.0,109,13
148860.0,110,11
70152.0,71,13
85344.0,84,4
77772.0,111,13
130248.0,112,14
53088.0,81,0
100896.0,113,7
102372.0,9,2
90990.0,3,0
62466.0,17,2
67668.0,46,12
40392.0,114,6
107028.0,1,0
107028.0,1,0
114138.0,115,1
96336.0,116,9
122112.0,117,21
102372.0,3,0
58560.0,106,6
87804.0,118,21
70860.0,119,0
103524.0,106,6
95586.0,3,0
90990.0,3,0
98904.0,9,2
130248.0,112,14
81468.0,120,4
109236.0,3,0
126504.0,0,0
110796.0,1,0
95586.0,3,0
101262.0,7,2
134028.0,121,2
91944.0,122,19
126504.0,0,0
76122.0,17,2
100398.0,69,0
95586.0,3,0
104814.0,7,2
67944.0,123,25
90990.0,3,0
110796.0,1,0
85344.0,124,0
102372.0,3,0
71196.0,123,10
56172.0,97,9
84084.0,36,15
114654.0,47,2
130908.0,57,2
110796.0,1,0
87456.0,125,20
122568.0,0,0
106170.0,3,0
90990.0,3,0
111816.0,26,9
99876.0,77,2
102732.0,126,3
86730.0,3,0
93660.0,127,15
86730.0,3,0
58872.0,119,0
130596.0,0,0
100896.0,128,3
109236.0,3,0
106170.0,3,0
109236.0,3,0
95586.0,3,0
106170.0,3,0
74844.0,40,6
86730.0,3,0
70488.0,129,23
85344.0,130,7
106170.0,3,0
130596.0,0,0
95586.0,3,0
109236.0,3,0
95586.0,3,0
86016.0,21,7
98904.0,9,2
106170.0,3,0
102372.0,9,2
95586.0,3,0
130596.0,0,0
115956.0,131,18
99288.0,132,9
84612.0,17,2
102372.0,9,2
114822.0,1,0
93252.0,5,2
130596.0,0,0
99876.0,77,2
62466.0,17,2
119580.0,73,2
90990.0,3,0
95586.0,3,0
130596.0,133,0
80448.0,17,2
82458.0,3,0
90990.0,3,0
98940.0,3,0
86730.0,3,0
86730.0,3,0
74844.0,74,0
102372.0,3,0
98940.0,3,0
71304.0,87,3
86730.0,3,0
84612.0,17,2
114138.0,115,11
109236.0,3,0
109236.0,3,0
106704.0,134,7
86928.0,135,13
105936.0,9,2
58320.0,31,13
95586.0,3,0
86730.0,3,0
80448.0,17,2
110796.0,1,0
51912.0,80,14
102372.0,3,0
85344.0,43,22
66984.0,136,13
111048.0,137,7
93660.0,138,13
76122.0,17,2
98940.0,3,0
107772.0,139,7
90990.0,3,0
54672.0,3,0
95586.0,3,0
98904.0,9,2
76344.0,140,13
65952.0,30,9
105936.0,9,2
90990.0,3,0
54672.0,3,0
103578.0,1,0
101262.0,7,2
95586.0,3,0
103866.0,69,0
90990.0,3,0
80448.0,17,2
122274.0,4,2
30060.0,141,23
102372.0,3,0
64272.0,106,6
117624.0,53,5
113388.0,94,3
95586.0,3,0
86730.0,3,0
95586.0,3,0
102372.0,9,2
84612.0,17,2
102372.0,3,0
102372.0,3,0
112848.0,142,13
106170.0,3,0
117624.0,143,5
102372.0,3,0
106170.0,3,0
155658.0,144,0
130596.0,0,0
77736.0,72,19
130908.0,57,2
82458.0,3,0
100398.0,69,0
95586.0,3,0
38472.0,96,23
54672.0,3,0
86730.0,3,0
94428.0,145,16
109236.0,3,0
105936.0,9,2
86688.0,146,1
95586.0,3,0
98904.0,9,2
107490.0,147,0
146652.0,73,0
109236.0,3,0
86730.0,3,0
86730.0,3,0
109236.0,3,0
102372.0,3,0
102372.0,3,0
138252.0,45,5
84936.0,42,9
90990.0,3,0
82458.0,3,0
110688.0,148,16
109236.0,3,0
53088.0,149,5
54672.0,3,0
95586.0,3,0
82458.0,3,0
98904.0,9,2
54672.0,3,0
109236.0,3,0
102372.0,3,0
106170.0,3,0
94368.0,21,7
91944.0,150,12
109236.0,3,0
102372.0,3,0
105936.0,9,2
102372.0,3,0
102372.0,3,0
122112.0,146,1
95586.0,3,0
97080.0,151,5
54672.0,3,0
109236.0,3,0
90990.0,3,0
85344.0,31,13
67284.0,106,6
102372.0,3,0
111048.0,152,22
52356.0,80,14
126504.0,0,0
63960.0,62,13
95586.0,3,0
95586.0,3,0
134736.0,153,2
89388.0,154,0
135144.0,57,2
70428.0,155,26
146652.0,73,0
111492.0,69,0
68196.0,40,6
96246.0,12,2
110196.0,9,2
95586.0,3,0
126504.0,0,0
122568.0,0,0
102732.0,138,15
98904.0,9,2
118188.0,1,0
109236.0,3,0
111816.0,36,15
61920.0,156,13
74280.0,46,7
104430.0,12,2
110196.0,9,2
53088.0,157,27
66984.0,158,5
85308.0,49,5
109236.0,3,0
102372.0,3,0
58872.0,29,9
77772.0,46,11
98940.0,3,0
90990.0,3,0
78384.0,52,17
130596.0,0,0
93660.0,43,9
95586.0,3,0
130908.0,57,2
94500.0,159,14
78384.0,52,17
130908.0,57,2
95586.0,3,0
102372.0,3,0
74844.0,21,7
114822.0,1,0
55932.0,74,0
61308.0,106,6
102732.0,104,4
54672.0,3,0
86730.0,3,0
86730.0,3,0
78024.0,3,0
89388.0,43,6
123696.0,160,13
62466.0,5,2
102372.0,3,0
54672.0,3,0
130260.0,161,15
84084.0,162,1
95586.0,3,0
127410.0,73,2
56424.0,163,18
106170.0,3,0
86688.0,2,7
107028.0,1,0
62466.0,17,2
90990.0,3,0
97032.0,32,11
90990.0,3,0
98904.0,9,2
122568.0,0,0
98904.0,9,2
101262.0,7,2
104604.0,164,5
122568.0,0,0
126504.0,0,0
110688.0,95,12
135684.0,32,11
77772.0,46,4
72624.0,165,1
94428.0,145,16
67908.0,166,7
64272.0,106,6
102732.0,138,4
46416.0,16,15
61920.0,123,15
122568.0,0,0
95586.0,3,0
102372.0,3,0
98940.0,3,0
95586.0,3,0
50688.0,167,15
62466.0,17,2
95586.0,3,0
84612.0,17,2
84612.0,17,2
165858.0,24,2
86730.0,3,0
90990.0,3,0
62712.0,42,9
98940.0,3,0
107700.0,8,5
120536.04,102,1
55932.0,21,7
48420.0,168,28
106170.0,3,0
90990.0,3,0
107028.0,1,0
95586.0,3,0
126504.0,0,0
114822.0,1,0
86730.0,3,0
66984.0,71,13
86730.0,3,0
107490.0,69,0
59100.0,169,7
54672.0,3,0
101052.0,12,2
102372.0,3,0
90990.0,3,0
83808.0,170,15
86730.0,3,0
90990.0,3,0
126504.0,0,0
98940.0,3,0
94500.0,34,14
68544.0,171,13
78024.0,3,0
98016.0,172,27
89916.0,173,3
116700.0,174,13
92844.0,175,9
95586.0,3,0
95586.0,3,0
96402.0,7,2
73488.0,176,5
98940.0,3,0
54672.0,3,0
95586.0,3,0
142296.0,73,0
95586.0,3,0
111492.0,54,0
84612.0,17,2
95586.0,3,0
147258.0,78,2
95586.0,3,0
70104.0,177,1
86730.0,3,0
86730.0,3,0
101262.0,7,2
95586.0,3,0
64620.0,46,7
78024.0,3,0
90990.0,3,0
146652.0,73,0
98940.0,3,0
126504.0,0,0
82764.0,178,24
130596.0,0,0
103866.0,69,0
156396.0,179,2
86730.0,3,0
90990.0,3,0
98904.0,9,2
44808.0,168,28
107604.0,32,11
74976.0,159,14
90990.0,3,0
90990.0,3,0
84612.0,17,2
67044.0,180,26
90990.0,3,0
95586.0,3,0
95586.0,3,0
109236.0,3,0
102732.0,136,13
106170.0,3,0
64860.0,100,22
86730.0,3,0
33180.0,141,23
70860.0,181,1
111492.0,54,0
114822.0,1,0
94152.0,9,2
110796.0,1,0
98904.0,9,2
118188.0,1,0
128616.0,65,21
90990.0,3,0
125202.0,6,2
102372.0,9,2
82458.0,3,0
129528.0,44,7
101262.0,7,2
115956.0,182,27
80448.0,17,2
106170.0,3,0
102372.0,3,0
122568.0,0,0
130908.0,57,2
63960.0,70,1
136524.0,94,3
80448.0,17,2
54672.0,3,0
109236.0,3,0
107604.0,32,11
117864.0,183,1
71436.0,16,15
76380.0,170,15
36636.0,29,9
112152.0,90,8
95586.0,3,0
106170.0,3,0
82104.0,74,0
95586.0,3,0
107490.0,184,0
79176.0,185,29
133488.0,186,1
68196.0,40,6
95586.0,3,0
90990.0,3,0
107604.0,187,7
95586.0,3,0
54672.0,3,0
95586.0,3,0
98940.0,3,0
90990.0,3,0
142296.0,73,0
106200.0,188,6
93780.0,70,1
59184.0,189,12
114822.0,190,0
102372.0,3,0
110796.0,1,0
130908.0,57,2
115308.0,89,2
95586.0,3,0
90990.0,3,0
89916.0,173,3
86484.0,191,15
95586.0,3,0
46188.0,192,15
118188.0,1,0
151416.0,45,13
77772.0,193,9
106170.0,3,0
106170.0,3,0
95586.0,3,0
104484.0,194,21
102732.0,104,4
102552.0,195,11
102372.0,3,0
142176.0,59,21
110796.0,1,0
120536.04,102,1
102372.0,3,0
86730.0,3,0
126840.0,57,2
110688.0,196,26
114408.0,183,5
84936.0,42,9
98940.0,3,0
118104.0,160,13
81936.0,87,3
134888.04,197,1
104814.0,7,2
95586.0,3,0
86730.0,3,0
90990.0,3,0
85344.0,84,4
103914.0,77,2
114570.0,9,2
90990.0,3,0
85344.0,198,12
106170.0,3,0
90990.0,3,0
95586.0,3,0
108096.0,89,2
77772.0,46,13
91944.0,123,4
61020.0,43,12
126504.0,0,0
114822.0,199,0
82458.0,3,0
102516.0,175,9
126504.0,0,0
102732.0,160,13
109236.0,3,0
86016.0,21,7
115002.0,200,20
90990.0,3,0
102372.0,3,0
114822.0,1,0
130908.0,57,2
106170.0,3,0
98940.0,3,0
95586.0,3,0
109236.0,3,0
90990.0,3,0
95586.0,3,0
139620.0,201,30
86730.0,3,0
77112.0,30,9
54672.0,3,0
95586.0,3,0
85344.0,198,12
95586.0,3,0
82458.0,3,0
98940.0,3,0
86730.0,3,0
54324.0,30,9
90990.0,3,0
102372.0,3,0
121440.0,202,21
102372.0,3,0
102372.0,3,0
111492.0,54,0
147258.0,78,2
103914.0,77,2
68424.0,159,14
95586.0,3,0
86730.0,3,0
78384.0,21,7
47304.0,203,16
130320.0,94,3
54672.0,3,0
95586.0,3,0
122568.0,0,0
84612.0,17,2
95586.0,3,0
64596.0,49,5
94152.0,9,2
95586.0,3,0
95586.0,3,0
151764.0,78,2
130596.0,0,0
106170.0,3,0
86730.0,3,0
65064.0,16,15
98016.0,104,15
97080.0,204,5
102372.0,9,2
94428.0,205,16
70860.0,157,27
59856.0,42,9
98940.0,3,0
53088.0,81,0
98904.0,9,2
77772.0,192,26
102372.0,3,0
123888.0,137,7
92736.0,206,13
104430.0,12,2
98940.0,3,0
102372.0,9,2
84084.0,105,15
114654.0,4,2
107490.0,207,0
100896.0,128,3
118830.0,47,2
90990.0,3,0
53952.0,208,0
103914.0,5,2
106170.0,3,0
118068.0,32,11
86730.0,3,0
76122.0,17,2
102372.0,3,0
63204.0,80,14
86730.0,3,0
95586.0,3,0
95586.0,3,0
82458.0,3,0
102372.0,3,0
95586.0,3,0
84612.0,17,2
107028.0,1,0
107028.0,1,0
93252.0,5,2
130596.0,0,0
98904.0,9,2
95586.0,3,0
86730.0,3,0
90990.0,3,0
127410.0,73,2
75732.0,209,24
74844.0,21,7
36000.0,51,14
82092.0,40,6
100896.0,210,21
62136.0,16,15
90990.0,3,0
95586.0,3,0
62466.0,5,2
98940.0,3,0
94428.0,211,18
95586.0,3,0
95586.0,3,0
86730.0,3,0
122568.0,0,0
59184.0,212,22
82764.0,211,10
87804.0,213,7
95586.0,3,0
77736.0,72,19
118188.0,1,0
95586.0,3,0
106170.0,3,0
102372.0,3,0
106044.0,36,15
108900.0,108,24
84612.0,17,2
95586.0,3,0
102372.0,3,0
50688.0,46,9
77772.0,193,9
106170.0,3,0
58560.0,21,7
110196.0,9,2
111816.0,26,9
79176.0,214,0
95586.0,3,0
74280.0,46,9
149700.0,215,25
90990.0,3,0
102372.0,3,0
94188.0,216,3
102372.0,3,0
95586.0,3,0
100398.0,69,0
102372.0,3,0
68196.0,21,7
62136.0,74,0
91920.0,217,20
123696.0,86,25
98940.0,3,0
86730.0,3,0
99876.0,77,2
86730.0,3,0
102372.0,3,0
118068.0,187,7
139620.0,90,22
54672.0,3,0
71448.0,21,7
63972.0,35,0
102372.0,3,0
114822.0,1,0
95586.0,3,0
118188.0,1,0
70428.0,175,9
132180.0,218,22
61632.0,29,9
62466.0,17,2
61308.0,21,7
94368.0,106,6
54672.0,3,0
151764.0,78,2
135144.0,57,2
109236.0,3,0
70428.0,56,1
112020.0,89,2
54672.0,3,0
95586.0,3,0
78024.0,3,0
90990.0,3,0
77772.0,50,15
84612.0,17,2
109236.0,3,0
95586.0,3,0
110196.0,9,2
85344.0,219,9
102372.0,3,0
90990.0,3,0
102372.0,9,2
95586.0,3,0
58320.0,220,6
90990.0,3,0
95586.0,3,0
93780.0,221,9
95364.0,222,19
85344.0,138,2
67668.0,192,9
102372.0,9,2
98940.0,3,0
73464.0,187,7
109236.0,3,0
90990.0,3,0
102732.0,158,9
86730.0,3,0
107490.0,54,0
98940.0,3,0
90990.0,3,0
85344.0,223,0
102372.0,3,0
130908.0,57,2
95586.0,3,0
64620.0,224,13
61308.0,21,7
90990.0,3,0
58872.0,225,9
90990.0,3,0
77112.0,30,9
118188.0,1,0
126504.0,0,0
102372.0,9,2
109236.0,3,0
82458.0,3,0
146652.0,73,0
105648.0,151,1
130908.0,57,2
71856.0,226,22
142404.0,90,22
191436.0,227,13
111113.64,228,1
95586.0,3,0
98940.0,3,0
121440.0,229,19
86928.0,230,7
68196.0,21,7
66984.0,43,7
95586.0,3,0
122568.0,0,0
100398.0,69,0
90990.0,3,0
106044.0,146,1
71436.0,74,0
82104.0,74,0
78024.0,3,0
104136.0,231,15
98904.0,9,2
93780.0,70,1
75816.0,232,6
110796.0,1,0
98940.0,3,0
121440.0,233,5
71436.0,114,6
55620.0,234,3
89916.0,216,3
111816.0,109,13
93660.0,43,13
130460.04,235,23
95586.0,3,0
95586.0,3,0
88416.0,2,5
106170.0,3,0
54672.0,3,0
78384.0,74,0
114570.0,9,2
106170.0,3,0
95586.0,3,0
106200.0,188,6
53952.0,31,13
110796.0,1,0
106170.0,3,0
36636.0,29,9
98904.0,9,2
122112.0,236,11
122568.0,0,0
122568.0,0,0
118776.0,216,3
114822.0,1,0
90990.0,3,0
86730.0,3,0
104430.0,12,2
82812.0,237,23
106170.0,3,0
130908.0,57,2
90036.0,238,7
96336.0,15,6
77772.0,98,22
130248.0,112,14
86016.0,238,7
90990.0,3,0
91020.0,222,19
109236.0,3,0
112152.0,233,19
109236.0,3,0
114570.0,9,2
110796.0,1,0
98904.0,9,2
90990.0,3,0
109236.0,3,0
102372.0,3,0
95586.0,3,0
106170.0,3,0
95364.0,239,25
86730.0,3,0
105936.0,9,2
44808.0,193,9
61308.0,106,6
98904.0,9,2
54672.0,3,0
103866.0,54,0
86730.0,3,0
76122.0,17,2
90990.0,3,0
80448.0,17,2
90990.0,3,0
82458.0,3,0
98940.0,3,0
127248.0,64,7
102372.0,3,0
111492.0,69,0
112608.0,240,6
95586.0,3,0
80784.0,180,1
100398.0,69,0
94152.0,9,2
95586.0,3,0
95586.0,3,0
48168.0,80,14
49176.0,50,15
126504.0,0,0
95586.0,3,0
95586.0,3,0
95652.0,241,11
151764.0,78,2
107490.0,190,0
90990.0,3,0
97980.0,242,19
95586.0,3,0
76992.0,243,22
59856.0,42,9
95586.0,3,0
98016.0,244,13
78384.0,106,6
95586.0,3,0
105936.0,245,2
70152.0,82,12
98904.0,9,2
126504.0,0,0
142296.0,73,0
70860.0,92,19
102516.0,175,9
95586.0,3,0
80172.0,70,1
102372.0,3,0
82458.0,3,0
54672.0,3,0
118776.0,94,3
122568.0,0,0
86928.0,196,26
90990.0,3,0
98904.0,9,2
122568.0,0,0
89256.0,217,20
133488.0,186,1
108864.0,13,7
110796.0,1,0
62466.0,5,2
110796.0,1,0
90990.0,3,0
95586.0,3,0
106080.0,246,22
90990.0,3,0
126504.0,0,0
109236.0,3,0
90990.0,3,0
109236.0,3,0
118830.0,47,2
95586.0,3,0
130596.0,0,0
109236.0,3,0
80172.0,247,28
82656.0,7,2
106170.0,3,0
102372.0,3,0
102372.0,3,0
62466.0,5,2
68064.0,248,12
84612.0,17,2
79176.0,249,7
122568.0,0,0
106170.0,3,0
107700.0,250,30
90990.0,3,0
86016.0,74,0
95586.0,3,0
98904.0,9,2
82458.0,3,0
90990.0,3,0
137424.0,251,3
121656.0,93,2
77772.0,99,6
95586.0,3,0
122568.0,0,0
84936.0,42,9
95586.0,3,0
55008.0,80,14
82458.0,3,0
103578.0,1,0
102372.0,3,0
59184.0,104,15
91872.0,7,2
155658.0,144,0
61920.0,252,7
90990.0,3,0
66984.0,35,0
90990.0,3,0
95586.0,3,0
100524.0,253,8
90990.0,3,0
109236.0,3,0
110688.0,254,4
85344.0,50,15
107028.0,1,0
58560.0,106,6
85344.0,84,4
130596.0,0,0
106170.0,3,0
102732.0,138,11
112020.0,12,2
95586.0,3,0
110196.0,9,2
110196.0,9,2
109236.0,3,0
126504.0,0,0
68028.0,255,7
109236.0,3,0
98016.0,126,3
64620.0,224,0
79176.0,164,7
98940.0,3,0
58320.0,256,28
86730.0,3,0
61020.0,158,22
54672.0,3,0
102372.0,3,0
54324.0,30,9
114138.0,257,1
98940.0,3,0
44292.0,16,15
98904.0,9,2
33180.0,96,23
55932.0,40,6
109236.0,3,0
122568.0,0,0
95586.0,3,0
114822.0,1,0
70104.0,177,1
107028.0,1,0
102732.0,138,2
102372.0,9,2
90990.0,3,0
111492.0,69,0
95586.0,3,0
102372.0,3,0
58116.0,80,14
122568.0,0,0
103578.0,1,0
111492.0,54,0
61308.0,106,6
110796.0,1,0
76992.0,258,10
102732.0,138,5
107712.0,259,6
77772.0,193,9
86730.0,3,0
109236.0,3,0
135528.0,90,22
105936.0,9,2
53088.0,81,0
71436.0,114,6
84936.0,42,9
61632.0,119,0
102372.0,3,0
95586.0,3,0
82458.0,3,0
95586.0,3,0
95586.0,3,0
147258.0,78,2
118188.0,1,0
70860.0,157,15
84612.0,5,2
82458.0,3,0
118830.0,4,2
151764.0,78,2
126504.0,0,0
111816.0,260,1
100896.0,261,21
98904.0,9,2
84468.0,32,13
89916.0,173,3
100398.0,69,0
130596.0,0,0
95586.0,3,0
95586.0,3,0
109236.0,3,0
106170.0,3,0
95586.0,3,0
95586.0,3,0
107490.0,69,0
102372.0,9,2
95586.0,3,0
110796.0,1,0
98904.0,9,2
54672.0,3,0
130908.0,57,2
94368.0,106,6
86730.0,3,0
106170.0,3,0
82968.0,262,7
122568.0,0,0
82458.0,3,0
77772.0,263,27
55620.0,157,15
58872.0,46,5
109236.0,3,0
37224.0,264,21
106560.0,265,19
126504.0,0,0
107490.0,54,0
122112.0,204,7
111816.0,20,13
111492.0,266,0
98940.0,3,0
98940.0,3,0
82458.0,3,0
90990.0,3,0
80448.0,17,2
110196.0,9,2
98904.0,9,2
86730.0,3,0
97572.0,185,29
98940.0,3,0
115956.0,45,12
102372.0,9,2
102372.0,3,0
101262.0,7,2
106170.0,3,0
71280.0,267,7
70860.0,268,27
76122.0,17,2
95586.0,3,0
86730.0,3,0
102372.0,3,0
78384.0,40,6
112668.0,269,19
95586.0,3,0
101052.0,12,2
90990.0,3,0
102372.0,9,2
110196.0,9,2
102372.0,3,0
127410.0,73,2
109236.0,3,0
106170.0,3,0
106170.0,3,0
70860.0,119,22
58044.0,42,9
63972.0,22,10
106170.0,3,0
88770.0,5,2
95586.0,3,0
102372.0,3,0
85344.0,270,3
102372.0,9,2
79176.0,271,18
88488.0,272,7
118188.0,1,0
84612.0,17,2
126504.0,0,0
86730.0,3,0
65496.0,127,9
98904.0,9,2
109236.0,3,0
53064.0,72,19
84612.0,17,2
110796.0,1,0
77772.0,105,13
106170.0,3,0
109236.0,3,0
102372.0,3,0
90990.0,3,0
102732.0,273,21
70152.0,273,15
106170.0,3,0
118836.0,0,0
102372.0,3,0
102372.0,3,0
68196.0,40,6
95586.0,3,0
70152.0,274,13
54672.0,3,0
82458.0,3,0
130596.0,0,0
65064.0,74,0
118512.0,142,13
109236.0,3,0
59184.0,22,10
64824.0,166,7
106170.0,3,0
48420.0,192,5
98904.0,9,2
126504.0,0,0
126504.0,0,0
106170.0,3,0
95586.0,3,0
82458.0,3,0
47256.0,159,14
90990.0,3,0
106170.0,3,0
90990.0,3,0
81936.0,87,3
40392.0,114,6
76344.0,275,28
54672.0,3,0
106170.0,3,0
95586.0,3,0
98016.0,104,15
122568.0,0,0
102372.0,9,2
107028.0,1,0
66984.0,82,12
89256.0,276,20
80448.0,17,2
122568.0,0,0
94500.0,34,14
59184.0,158,7
84612.0,17,2
73788.0,100,13
95586.0,3,0
82458.0,3,0
102372.0,9,2
109236.0,3,0
98904.0,9,2
98904.0,9,2
134888.04,197,1
76122.0,17,2
109944.0,277,4
106170.0,3,0
130596.0,0,0
54672.0,3,0
60708.0,159,14
98940.0,3,0
98904.0,9,2
109236.0,3,0
102372.0,3,0
99876.0,77,2
130596.0,0,0
102372.0,9,2
102372.0,3,0
156396.0,179,2
98904.0,9,2
142296.0,73,0
106170.0,3,0
73920.0,278,20
80448.0,17,2
109236.0,3,0
86730.0,3,0
118188.0,1,0
126504.0,0,0
99876.0,5,2
170352.0,279,2
110796.0,1,0
95586.0,3,0
95586.0,3,0
96246.0,12,2
102372.0,3,0
73788.0,280,18
114822.0,1,0
86730.0,3,0
146652.0,73,0
75624.0,271,0
110796.0,1,0
76344.0,281,18
90990.0,3,0
122568.0,0,0
126504.0,0,0
95586.0,3,0
159516.0,144,0
108096.0,12,2
123420.0,73,2
130320.0,94,3
110796.0,1,0
122112.0,236,11
90990.0,3,0
110196.0,9,2
94368.0,238,7
73488.0,282,22
108444.0,7,2
103578.0,1,0
106170.0,3,0
97080.0,283,7
96336.0,156,5
114822.0,1,0
100896.0,284,3
90990.0,3,0
102372.0,3,0
123888.0,285,21
102732.0,71,13
81468.0,286,17
106170.0,3,0
165858.0,287,2
134160.0,90,6
114822.0,54,0
66780.0,80,14
69564.0,288,23
110196.0,9,2
84612.0,5,2
40416.0,289,23
62466.0,17,2
98940.0,3,0
106170.0,3,0
98664.0,94,3
96600.0,290,8
